,Roraima - IDH,Roraima - Consumo de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Roraima - PIB - Estadual,Roraima - PIB - Construção Civil,Roraima - PIB - Per Capita,Roraima - PIB - Preços de Mercado,Roraima - Desemprego,Roraima - value
2003-1,0.734916255848655,6.92,0.7240323223220154,-5331.049150116268,11.520142924731228,1.6114984011933968,1.0365342950716354,177206913.03714657,7330309.193826131,0.9696488878423896,2.0587783068328687,1001.0771976942168,1671.3476355522323,25.56909418814516,22.736364257227443,82.3252610667893,1.6149600994278306,6128460.111199017,332580.20282068977,12.101540149290196,5339135.99993909,8.263084148815043,0.2945827226410365
2003-2,0.7349569256806422,7.476,0.6902970479188117,-5318.079644051534,11.189861881849811,1.4503889427633918,0.9934494214635804,177388401.60938227,7335910.173263511,0.9507826970690516,2.0587783068328687,1001.0792575487328,1671.3476355522323,25.57536920706597,22.73119068196049,82.3252610667893,1.6157594782745135,6136622.305355945,332914.7555428277,12.103484594579648,5342057.139001624,8.257122593341329,0.2965051934126193
2003-3,0.7349975955126293,8.659,0.6696806488591152,-5436.417870121553,10.82079163233486,1.870184311511264,0.9730199952886446,177569890.18161798,7341511.152700892,0.9383319190618296,2.0587783068328687,1001.0804591305338,1671.3476355522323,25.579029634769785,22.72817276305477,82.3252610667893,1.6162257826017452,6144784.499512873,333249.30826496566,12.1054290398691,5344978.278064159,8.251161037867615,0.2981777047425547
2003-4,0.7350382653446166,7.259,0.6604937853917251,-5707.015273535643,10.417840426092068,1.3552874765398468,0.940488752580393,177751378.75385368,7347112.132138272,0.9264010581332036,2.0587783068328687,1001.080587871441,1671.3476355522323,25.57942182345233,22.727849414600588,82.3252610667893,1.6162757437796629,6152946.693669801,333583.8609871036,12.107373485158554,5347899.417126693,8.245199482393899,0.2995983546285941
2003-5,0.7350789351766037,6.786,0.6483369045565663,-5599.317940972945,9.959689613256948,1.5855384957135032,0.9174932274418915,177932867.32608938,7352713.111575652,0.9516834453474324,2.047444972634791,1001.0669581329254,1673.9536744900945,25.60051171728688,22.70095944512384,82.16328754837592,1.6262107244464898,6161108.887826729,333918.41370924155,12.109317930448006,5350820.556189227,8.239237926920184,0.3009651914332306
2003-6,0.7351196050085909,5.555,0.6327588982490451,-5720.383331634745,9.432414860416127,1.7078914536714904,0.9127593777790712,178114355.8983251,7358314.091013032,0.9096671663294,2.036227336754453,1001.0507803801166,1676.6057346020125,25.62197538304714,22.67305476632486,81.98377849817395,1.6370238847770853,6169271.081983657,334252.9664313795,12.111262375737455,5353741.695251762,8.23327637144647,0.3012600543220692
2003-7,0.735160274840578,5.06,0.6380135035998685,-5884.375046061743,8.822929754380787,1.5982839320937383,0.9100665913481976,178295844.4705608,7363915.070450412,0.8904414926874215,2.021858957729309,1001.029319449913,1680.014170794714,25.64889829072201,22.637626112643552,81.75007264981686,1.6509748567506122,6177433.276140584,334587.51915351744,12.11320682102691,5356662.834314296,8.227314815972754,0.3022970604006271
2003-8,0.7352009446725651,5.241,0.6346344548960355,-5959.855464930735,8.332469749880811,1.7218082520903182,0.8898926477529421,178477333.0427965,7369516.049887793,0.8702308928724296,2.004453825932119,1001.0027606999902,1684.1504098119178,25.6810979391305,22.59492936823242,81.46400035586306,1.6679552380649745,6185595.470297512,334922.0718756554,12.115151266316364,5359583.97337683,8.22135326049904,0.302258212331384
2003-9,0.7352416145045523,4.794,0.6323269495840285,-6014.809970017429,7.939983702859978,1.6351282376087797,0.8665147784673063,178658821.6150322,7375117.029325173,0.844478552685211,1.9841259317356408,1000.9712894880232,1688.9858783973425,25.718391827091622,22.54522041724398,81.127391968871,1.6878566264180763,6193757.66445444,335256.6245977933,12.117095711605817,5362505.112439365,8.215391705025326,0.301733314685937
2003-10,0.7352822843365394,5.781,0.629038170305887,-6121.266757398654,7.604976000172705,1.8119435424411887,0.8493838484375612,178840310.1872679,7380718.008762553,0.8421829305905358,1.9609892655126329,1000.9350911716872,1694.492003294707,25.760597453424392,22.488755143830733,80.74207784139905,1.710570619507822,6201919.858611368,335591.1773199313,12.119040156895268,5365426.251501899,8.209430149551611,0.3007119702310938
2003-11,0.7353229541685267,5.236,0.6315074373857803,-6097.745583517717,7.313008932848318,1.6375042967189617,0.8382390949358776,179021798.7595036,7386318.988199934,0.8327971802717965,1.935157817635854,1000.8943511086576,1700.6402112477303,25.80753231694782,22.4257894321452,80.30988832600566,1.7359888150321163,6210082.052768296,335925.7300420692,12.12098460218472,5368347.390564433,8.203468594077897,0.299595902609638
2003-12,0.7353636240005138,5.516,0.6292469617617195,-6082.10009002275,7.034262103245153,1.7623760541706297,0.8211746264022252,179203287.3317393,7391919.967637314,0.8169855326871092,1.9067455784780627,1000.8492546566096,1707.401929000131,25.85901391648093,22.356579166339884,79.83265377524927,1.7640028106888628,6218244.246925224,336260.2827642072,12.122929047474171,5371268.529626968,8.197507038604181,0.2983827958156941
2004-1,0.7354042938325009,5.753,0.6279521987366027,-6360.043009879893,6.775421109777445,1.3607725559131063,0.8146624868021721,179384775.903975,7397520.947074695,0.8183674345886709,1.8758665384120177,1000.7999871732188,1714.748583295628,25.91485975084272,22.281380230567297,79.31220454168826,1.7945042041759662,6226406.441082152,336594.8354863451,12.124873492763625,5374189.668689502,8.191545483130467,0.297074456861231
2004-2,0.7354372501490855,5.006,0.6179234500456987,-6312.09879505444,6.535527586437412,1.2915557727587674,0.7877508194696684,179558325.62127495,7402970.507331404,0.813175865272952,1.8426346878104771,1000.74673401616,1722.6516008779397,25.974887318852208,22.20044850897996,78.75037097788109,1.8273845931913308,6234321.127199355,336876.7920182281,12.12823770754052,5377105.477323671,8.189496766412635,0.2956685685001703
2004-3,0.7354702064656699,5.47,0.6110282002564377,-6382.974247910342,6.304693993612522,1.3153702879685611,0.7462153668542578,179731875.3385749,7408420.067588114,0.7940584078254243,1.8071640170462,1000.6896805431088,1731.0824084907856,26.03891411932841,22.114039885730367,78.14898343638616,1.8625355754328607,6242235.813316558,337158.7485501112,12.131601922317412,5380021.285957839,8.187448049694805,0.2941669333101768
2004-4,0.7355031627822544,1.513,0.602215193421453,-6659.524121320398,6.092845857236326,1.2716511611761512,0.7161196882161044,179905425.05587482,7413869.627844823,0.7742123337341686,1.769568516491945,1000.6290121117404,1740.012432877884,26.106757651090344,22.02241024497104,77.50987226976189,1.89984874859846,6250150.49943376,337440.7050819943,12.134966137094306,5382937.094592009,8.185399332976973,0.2919550663239044
2004-5,0.7355361190988388,3.706,0.5930166849467975,-6639.092352241397,5.906435456003245,1.3496753218264288,0.6877653033067546,180078974.77317473,7419319.188101534,0.7850618617376672,1.7299621765204702,1000.56491407973,1749.413100782954,26.17823541295702,21.925815470854488,76.83486783056671,1.9392157103860328,6258065.185550963,337722.66161387734,12.1383303518712,5385852.903226177,8.18335061625914,0.2896304340328168
2004-6,0.7355690754154233,2.892,0.574475450988554,-6748.885395968077,5.749095649630231,1.5103056439741145,0.6580265037168356,180252524.49047467,7424768.748358243,0.7615174276282071,1.6884589875045342,1000.4975718047532,1759.2558389497142,26.253164903747447,21.82451144753322,76.12580047135904,1.9805280584934848,6265979.871668166,338004.6181457604,12.141694566648091,5388768.711860346,8.18130189954131,0.287394534995315
2004-7,0.7356020317320078,2.797,0.5593363966337657,-6784.497815846861,5.627047610968012,1.3540905935347418,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,1.645172939816896,1000.4271706444848,1769.5120741218834,26.33136362228064,21.718754059159743,75.38450054469729,2.0236773906187184,6273894.5577853685,338286.5746776434,12.145058781424988,5391684.520494514,8.179253182823478,0.2850448205953758
2004-8,0.7356349880485922,3.32,0.5366506165950669,-6905.605509166634,5.503636763429107,1.434760472048315,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,1.6002180238303134,1000.3538959566002,1780.1532330431808,26.412649067375614,21.60879918988657,74.6127984031399,2.0685553044596388,6281809.243902572,338568.53120952647,12.148422996201882,5394600.329128683,8.177204466105646,0.2827827758136906
2004-9,0.7356679443651767,2.351,0.521373108360619,-6995.222858870797,5.379865840264738,1.2837775896757788,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,1.5537082299175458,1000.2779330987748,1791.150742457325,26.49683873785139,21.494902723866225,73.81252439924529,2.1150533977141506,6289723.930019775,338850.4877414095,12.151787210978776,5397516.137762851,8.175155749387816,0.2804058384210422
2004-10,0.7357009006817611,2.125,0.5156158255655208,-7120.238857990881,5.253056293059425,1.1406245002546846,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,1.505757548451351,1000.199467428684,1802.476029108034,26.583750132526973,21.3773205452512,72.98550888557186,2.163063268080157,6297638.616136977,339132.4442732925,12.155151425755667,5400431.94639702,8.173107032669984,0.2779113999294293
2004-11,0.7357338569983456,1.654,0.5071034898207396,-7055.497216121851,5.122595130555095,1.2854603148119332,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,1.456479969804488,1000.1186843040028,1814.100519739028,26.673200750221376,21.25630853819402,72.13358221467806,2.212476513255563,6305553.30225418,339414.40080517565,12.158515640532563,5403347.755031189,8.171058315952152,0.2752968049338421
2004-12,0.73576681331493,3.188,0.4969515420076215,-6921.044658255659,4.995239879121229,1.2322302066002024,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,1.4059894843497154,1000.0357690824064,1825.9956410940244,26.76500808975361,21.13212258684718,71.25857473912228,2.2631847309382733,6313467.988371383,339696.3573370587,12.161879855309456,5406263.563665357,8.169009599234322,0.2725636003744839
2005-1,0.7357997696315145,2.928,0.483143045759377,-7202.757774714469,4.860078219431911,1.4183908253341642,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,1.354400082459792,999.9509071215708,1838.1328199167435,26.8589896499427,21.00501857536321,70.36231681146297,2.315079518826191,6321382.674488585,339978.31386894174,12.16524407008635,5409179.372299526,8.16696088251649,0.2697135451295093
2005-2,0.7358252079950729,2.118,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4238954789241105,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,1.3018257545074756,999.8642837791704,1850.4834829509027,26.95496292960765,20.8752523878946,69.44663878425855,2.368052474617221,6328778.085009439,340238.4647975956,12.168149442227548,5411738.909069627,8.159072979695505,0.2667570313027435
2005-3,0.7358506463586313,2.876,0.4664937288356185,-7221.778170229833,4.596932598972333,1.3369199083017531,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,1.2483804908655252,999.7760844128808,1863.0190569402216,27.05274542756748,20.743079908593877,68.51337101006742,2.4219951960092683,6336173.495530292,340498.6157262494,12.171054814368746,5414298.445839727,8.151185076874519,0.2637009463617256
2005-4,0.7358760847221897,3.091,0.4550001182228941,-7427.695727374902,4.479302822781261,1.5033990992305697,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,1.1941782819066993,999.6864943803772,1875.710968628419,27.152154642641197,20.608757021613545,67.56434384144801,2.476799280700236,6343568.906051146,340758.76665490324,12.173960186509944,5416857.982609828,8.143297174053533,0.2607524410886475
2005-5,0.735901523085748,2.684,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5253707589919576,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,1.1393331180037565,999.5956990393352,1888.5306447592136,27.25300807364781,20.47253961110611,66.60138763095874,2.532356326388028,6350964.316571999,341018.9175835571,12.176865558651144,5419417.519379929,8.135409271232549,0.2579188510164036
2005-6,0.7359269614493064,1.466,0.4302028729547594,-7431.800235590503,4.256101726196984,1.3784705106585684,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,1.083958989529455,999.5038837474298,1901.449512076324,27.355123219406345,20.334683561224093,65.62633273115804,2.58855793077055,6358359.727092853,341279.0685122109,12.17977093079234,5421977.056150029,8.127521368411564,0.2549995379466725
2005-7,0.7359523998128648,3.161,0.4313751989691616,-7447.830376487559,4.16168717243741,1.4515065266492553,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,1.028169886856554,999.4112338623364,1914.4389973234693,27.45831757873581,20.19544475612,64.64100949460433,2.645295691545706,6365755.137613706,341539.21944086475,12.18267630293354,5424536.59292013,8.119633465590578,0.2530350376124807
2005-8,0.7359778381764231,2.107,0.4316478866297594,-7426.454566904413,4.079825078928361,1.314802317799124,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,0.9720798003578122,999.31793474173,1927.470527244368,27.562408650455215,20.055079079946346,63.64724827385604,2.7024612064113995,6373150.548134561,341799.37036951864,12.185581675074738,5427096.129690231,8.111745562769592,0.2501929555147634
2005-9,0.7360032765399815,2.674,0.4277093852365702,-7512.020875107958,4.012628248908924,1.4544913446504557,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,0.9158027204059872,999.2241717432862,1940.5155285827395,27.667213933383582,19.91384241685563,62.64687942147156,2.759946073065536,6380545.958655414,342059.5212981725,12.188487047215936,5429655.666460332,8.103857659948607,0.2487222359878936
2005-10,0.7360287149035398,2.351,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2166346637056376,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,0.859452637373838,999.1301302246802,1953.5454280823017,27.77255092633992,19.77199065100037,61.64173329000934,2.817641889206018,6387941.369176268,342319.6722268263,12.191392419357134,5432215.203230432,8.095969757127623,0.2484567037695662
2005-11,0.7360541532670982,2.327,0.410747290823505,-7676.736667287167,3.9221772649399615,1.5774291835856542,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,0.803143541634123,999.0359955435872,1966.531652486774,27.87823712814324,19.62977966653308,60.633640232027794,2.875440252530751,6395336.779697121,342579.82315548015,12.194297791498332,5434774.740000533,8.088081854306637,0.2486147595560656
2005-12,0.7360795916306566,2.396,0.4101195327303973,-7542.184036343686,3.892160292125506,1.4013372679118714,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,0.7469894235596015,998.9419530576826,1979.445628539875,27.984090037612557,19.48746534760627,59.62443060008533,2.933232760737639,6402732.190217975,342839.974084134,12.19720316363953,5437334.276770634,8.08019395148565,0.2487988178610947
2006-1,0.736105029994215,3.458,0.4093210137705744,-7965.495545452277,3.8684439286332686,1.0664559084527,0.5246513831169914,183454449.8472789,7526671.781861113,0.5580933471517024,0.6911042735230313,998.8481881246414,1992.258782985324,28.08992715356688,19.345303578372448,58.61593474674039,2.9909110115245863,6410127.600738828,343100.1250127878,12.200108535780728,5439893.813540734,8.072306048664666,0.2490113897395723
2006-2,0.7361231459671239,3.467,0.4028183365263698,-7956.205189035386,3.846872965752776,1.277179270614667,0.5117940136540285,183612058.601541,7531879.804076586,0.5540061208774786,0.6356020818971708,998.7548861021392,2004.9425425668392,28.195565974825232,19.20355024298412,57.60998302455139,3.048366602589497,6416485.061766729,342847.4631927636,12.201145752903932,5441450.443485014,8.070275474322964,0.2492550006146404
2006-3,0.7361412619400328,4.437,0.3998570076790366,-8153.367564422752,3.842818789820434,1.0970203410953332,0.5216724461884032,183769667.35580307,7537087.826292059,0.558308779155122,0.5805968390547795,998.662232347851,2017.4683340281397,28.30082400020662,19.062461225593808,56.60840578607674,3.105491131630276,6422842.52279463,342594.8013727393,12.202182970027136,5443007.073429294,8.068244899981263,0.2495322747394256
2006-4,0.7361593779129417,2.394,0.3979963710958243,-8423.448244351577,3.836249908110392,1.2502528613576849,0.5491307539299164,183927276.1100652,7542295.848507533,0.5671710316312383,0.526202535368615,998.5704122194524,2029.807584112944,28.405518728530065,18.92229241035401,55.613033383874885,3.1621761963448263,6429199.983822532,342342.13955271506,12.203220187150338,5444563.703373574,8.06621432563956,0.2498458531359409
2006-5,0.7361774938858506,2.04,0.4056653747218318,-8229.867308086905,3.840605092822108,1.0095742979252955,0.5836820001689738,184084884.86432725,7547503.870723005,0.5968232499556683,0.4725331612114365,998.4796110746184,2041.9317195649712,28.509467658614568,18.78329968141725,54.62569617050421,3.2183133944310534,6435557.444850433,342089.4777326908,12.20425740427354,5446120.333317853,8.064183751297858,0.2510272977647579
2006-6,0.7361956098587595,2.291,0.4149031030845876,-8333.395980655183,3.8357922282673904,1.1668510987613707,0.6123741776559579,184242493.6185893,7552711.892938478,0.6052265435927703,0.4197027069560017,998.3900142710244,2053.81216712794,28.612488289279156,18.645738922936037,53.64822449852317,3.273794323586861,6441914.905878333,341836.81591266656,12.205294621396744,5447676.963262132,8.062153176956157,0.2522802949837772
2006-7,0.7362137258316686,2.365,0.4267485653722618,-8363.641502791654,3.834296240076312,1.026151222924956,0.6206261710016543,184400102.37285143,7557919.915153951,0.6134655051430675,0.3678251629750708,998.3018071663456,2065.420353545569,28.71439811934283,18.509866019062866,52.68244872049017,3.328510581510154,6448272.366906235,341584.1540926423,12.206331838519947,5449233.593206412,8.060122602614454,0.2534004125345621
2006-8,0.7362318418045775,3.013,0.4258794259587617,-8483.803210688488,3.837301314139748,1.1135288127682357,0.6093984595457096,184557711.1271135,7563127.937369425,0.6251193452031805,0.3170145196414007,998.2151751182574,2076.727705561578,28.81501464762461,18.37593685395026,51.730199188963645,3.382353765898835,6454629.827934137,341331.49227261805,12.207369055643152,5450790.223150692,8.058092028272752,0.2545913429823006
2006-9,0.7362499577774864,1.843,0.427904503700878,-8564.573776025667,3.830845488644045,1.064885873032217,0.6087555012956766,184715319.8813756,7568335.959584897,0.6374779078573267,0.2673847673277507,998.130303484435,2087.7056499196847,28.91415537294351,18.24420731175073,50.793306256502,3.4352154744508105,6460987.288962037,341078.8304525938,12.208406272766355,5452346.853094972,8.05606145393105,0.2560568239449253
2006-10,0.7362680737503953,3.35,0.4308949403404751,-8753.077264130869,3.820865481468113,1.3883378064077412,0.6272259685547825,184872928.63563767,7573543.98180037,0.6494765821002537,0.2190498964068796,998.0473776225537,2098.325613363608,29.011637794118545,18.114933276616785,49.87360027566366,3.4869873048639835,6467344.749989938,340826.16863256955,12.20944348988956,5453903.483039251,8.054030879589348,0.2580088848739841
2006-11,0.7362861897233042,2.334,0.4297781875807803,-8585.918047929645,3.797759546537678,1.392456147938836,0.6138016533493752,185030537.38989973,7578752.004015843,0.6544472076430272,0.1721238972515444,997.9665828902886,2108.5590226370678,29.10727940996872,17.988370632700935,48.97291159900705,3.537560854836258,6473702.21101784,340573.5068125453,12.210480707012762,5455460.11298353,8.052000305247645,0.2600516906891791
2006-12,0.7363043056962131,3.251,0.4275878752901689,-8102.613779191029,3.778681269312833,1.1927122116957445,0.5948781830476984,185188146.14416185,7583960.026231317,0.6529124218025248,0.1267207602345061,997.8881046453153,2118.377304483781,29.200897719313065,17.864775264155693,48.09307057909059,3.586827722065539,6480059.672045741,340320.84499252104,12.211517924135965,5457016.74292781,8.049969730905945,0.2621895455005125
2007-1,0.736322421669122,2.53,0.4261722902551189,-8429.349883699913,3.758139256867763,1.0523384765809212,0.5915910920220523,185345754.8984239,7589168.048446789,0.652250285916937,0.0829544757285218,997.8121282453088,2127.751885647468,29.29231022097057,17.744403055133567,47.23590756847271,3.63467950424973,6486417.133073642,340068.1831724968,12.212555141259168,5458573.37287209,8.047939156564242,0.264426809686758
2007-2,0.736333410813758,2.885,0.4272545197346237,-8207.504212454718,3.739732339264414,0.8648345966337321,0.5821912594010402,185495361.54458392,7594051.910447072,0.6486758561842155,0.0409390341063495,997.7388390479445,2136.654192871847,29.381334413760268,17.62750988978707,46.40325291971182,3.681007799086738,6492201.750346102,340299.92727514537,12.214460420797236,5459861.700443506,8.04520168885824,0.2669719783511917
2007-3,0.7363443999583942,3.519,0.421374616153345,-8302.699392306728,3.706955628134506,1.0136782679054217,0.5624597981278792,185644968.19074392,7598935.772447355,0.6396733150346336,0.0007884257407493,997.6684224108976,2145.055652900637,29.467787796501163,17.514351652268708,45.596936985366334,3.725704204274463,6497986.367618561,340531.67137779394,12.216365700335306,5461150.0280149225,8.04246422115224,0.2698335078827927
2007-4,0.7363553891030302,2.635,0.4226987158945232,-8434.701866226666,3.675935689954143,0.9058292634380308,0.5607781390026951,185794574.836904,7603819.634447637,0.6337527638093442,0.0,997.6010636918436,2152.927692477557,29.551487868012277,17.405184226731002,44.81879011799469,3.768660317510811,6503770.984891021,340763.41548044246,12.218270979873374,5462438.355586338,8.039726753446239,0.2724076417913859
2007-5,0.7363663782476664,2.555,0.4265292995204747,-8141.051175182823,3.63852003418216,0.9385189527188756,0.5641176200703027,185944181.483064,7608703.49644792,0.653237645563625,0.0,997.5369482484574,2160.241738346325,29.63225212711261,17.30026349732645,44.07064267015531,3.8097677364936873,6509555.602163481,340995.15958309104,12.220176259411442,5463726.683157754,8.036989285740237,0.275094482622054
2007-6,0.7363773673923024,3.21,0.427912233110958,-8026.170619784551,3.601931188268772,0.8300336615044933,0.557268421320419,186093788.129224,7613587.358448203,0.6449100186574492,0.0,997.4762614384146,2166.96921725066,29.709898072621183,17.19984534820757,43.3543249944066,3.8489180589209946,6515340.2194359405,341226.9036857396,12.22208153894951,5465015.01072917,8.034251818034235,0.2778939853078836
2007-7,0.7363883565369385,3.001,0.4270491588284315,-7955.022260278307,3.560009340555952,1.091015693647252,0.5417029185846474,186243394.77538395,7618471.220448485,0.63275579381832,0.0,997.4191886193904,2173.0815559342823,29.78424320335701,17.104185663526877,42.671667443306994,3.886002882490639,6521124.8367084,341458.6477883882,12.223986818487578,5466303.338300586,8.031514350328234,0.2808101985193369
2007-8,0.7363993456815746,3.026,0.4251241376010696,-7983.790257906689,3.5118118337828608,0.9546102545549062,0.5383365294217008,186393001.421544,7623355.082448767,0.6268005040535086,0.0,997.36591514906,2178.5501811409085,29.855105018139117,17.01354032743687,42.02450036941492,3.920913804900525,6526909.453980859,341690.3918910368,12.225892098025648,5467591.665872002,8.028776882622234,0.2838260181296809
2007-9,0.7364103348262107,2.157,0.4202971223147698,-7895.376088335307,3.469607481841116,0.864747358475212,0.5168062325264737,186542608.067704,7628238.94444905,0.6258989699329778,0.0,997.3166263850987,2183.346519614259,29.92230101578649,16.92816522409007,41.41465412528878,3.953542423848553,6532694.071253319,341922.13599368534,12.227797377563716,5468879.993443418,8.026039414916232,0.2869613867544752
