data,Roraima - PIB - Per Capita,Roraima - PIB - Preços de Mercado,Roraima - PIB - Estadual,Roraima - PIB - Construção Civil,Roraima - População,Roraima - INCC (%),Roraima - IPCA - Variação mensal durante o Plano Real (%),Roraima - IGP-DI,Roraima - Taxa Selic (%),Roraima - IDH - Longevidade,Roraima - IDH - Renda,Roraima - IDH - Educação,Roraima - NFSP - Fluxo Mensal (Milhões de reais),Roraima - Estoque liquido de capital fixo - (R$),Roraima - Desemprego,Roraima - Produção de Cimento (t),Roraima - Valor,Roraima - Consumo de Cimento (t)
2011-02-01,505610.5973012408,505610.5973012408,1.0975334176333331,537835.04221723,450479.0,0.41,0.83,0.98,0.04089519048,0.809,0.695,0.628,1.22,7102235.53510611,11.3186737437,61657.0,-1.0,10452.0
2011-03-01,505610.5973012408,505610.5973012408,1.0975334176333331,537835.04221723,450479.0,0.28,1.64,0.96,0.0420272,0.809,0.695,0.628,1.18,7102235.53510611,11.3186737437,106902.0,-1.0,10200.0
2011-04-01,505610.5973012408,505610.5973012408,1.0975334176333331,537835.04221723,450479.0,0.43,2.44,0.61,0.04364038095,0.809,0.695,0.628,1.15,7102235.53510611,11.3186737437,266192.0,-1.0,8940.0
2011-05-01,505610.5973012408,505610.5973012408,1.0975334176333331,537835.04221723,450479.0,1.06,3.23,0.5,0.04404368421,0.809,0.695,0.628,1.17,7102235.53510611,11.3186737437,144727.0,-1.0,7316.0
2011-06-01,505610.5973012408,505610.5973012408,1.0975334176333331,537835.04221723,450479.0,2.94,3.71,0.01,0.044698,0.809,0.695,0.628,1.11,7102235.53510611,11.3186737437,108545.0,-1.0,6204.0
2011-07-01,505610.5973012408,505610.5973012408,1.0975334176333331,537835.04221723,450479.0,0.37,3.87,-0.13,0.04533085714,0.809,0.695,0.628,0.91,7102235.53510611,11.3186737437,447253.0,-1.0,8290.0
2011-08-01,505610.5973012408,505610.5973012408,1.0975334176333331,537835.04221723,450479.0,0.45,4.04,-0.05,0.04587866667,0.809,0.695,0.628,0.84,7102235.53510611,11.3186737437,108106.0,-1.0,7870.0
2011-09-01,505610.5973012408,505610.5973012408,1.0975334176333331,537835.04221723,450479.0,0.13,4.42,0.61,0.04646017391,0.809,0.695,0.628,0.78,7102235.53510611,11.3186737437,57050.0,-1.0,6693.0
2011-10-01,505610.5973012408,505610.5973012408,1.0975334176333331,537835.04221723,450479.0,0.14,4.97,0.75,0.04464585714,0.809,0.695,0.628,0.73,7102235.53510611,11.3186737437,69766.0,-1.0,6684.0
2011-11-01,505610.5973012408,505610.5973012408,1.0975334176333331,537835.04221723,450479.0,0.23,5.43,0.4,0.04391405,0.809,0.695,0.628,0.7,7102235.53510611,11.3186737437,-1.0,-1.0,8833.0
2011-12-01,505610.5973012408,505610.5973012408,1.0975334176333331,537835.04221723,450479.0,0.72,5.97,0.43,0.042849,0.809,0.695,0.628,0.64,7102235.53510611,11.3186737437,269551.0,-1.0,9774.0
2012-01-01,517150.7321395167,560170.392702845,1.1238376063833333,482179.246753831,460165.0,0.11,6.5,-0.16,0.04106463636,0.809,0.695,0.628,0.46,7102235.53510611,9.7683214637,52814.0,-1.0,9914.0
2012-02-01,517150.7321395167,560170.392702845,1.1238376063833333,482179.246753831,460165.0,0.89,0.56,0.3,0.0403295,0.809,0.695,0.628,0.38,7283723.05855449,9.7683214637,53781.0,-1.0,9563.0
2012-03-01,517150.7321395167,560170.392702845,1.1238376063833333,482179.246753831,460165.0,0.3,1.01,0.07,0.03927,0.809,0.695,0.628,0.3,7283723.05855449,9.7683214637,111368.0,-1.0,9217.0
2012-04-01,517150.7321395167,560170.392702845,1.1238376063833333,482179.246753831,460165.0,0.51,1.22,0.56,0.037179,0.809,0.695,0.628,0.26,7283723.05855449,9.7683214637,304596.0,-1.0,8291.0
2012-05-01,517150.7321395167,560170.392702845,1.1238376063833333,482179.246753831,460165.0,0.75,1.87,1.02,0.035474,0.809,0.695,0.628,0.25,7283723.05855449,9.7683214637,151186.0,-1.0,9572.0
2012-06-01,517150.7321395167,560170.392702845,1.1238376063833333,482179.246753831,460165.0,1.88,2.24,0.91,0.03373136364,0.809,0.695,0.628,0.35,7283723.05855449,9.7683214637,95711.0,-1.0,7885.0
2012-07-01,517150.7321395167,560170.392702845,1.1238376063833333,482179.246753831,460165.0,0.73,2.32,0.69,0.0319778,0.809,0.695,0.628,0.51,7283723.05855449,9.7683214637,426810.0,-1.0,7461.0
2012-08-01,517150.7321395167,560170.392702845,1.1238376063833333,482179.246753831,460165.0,0.67,2.76,1.52,0.03080763636,0.809,0.695,0.628,0.61,7283723.05855449,9.7683214637,122665.0,-1.0,9928.0
2012-09-01,517150.7321395167,560170.392702845,1.1238376063833333,482179.246753831,460165.0,0.26,3.18,1.29,0.02997965217,0.809,0.695,0.628,0.79,7283723.05855449,9.7683214637,59345.0,-1.0,6799.0
2012-10-01,517150.7321395167,560170.392702845,1.1238376063833333,482179.246753831,460165.0,0.22,3.77,0.88,0.028296,0.809,0.695,0.628,0.88,7283723.05855449,9.7683214637,127092.0,-1.0,6685.0
2012-11-01,517150.7321395167,560170.392702845,1.1238376063833333,482179.246753831,460165.0,0.21,4.38,-0.31,0.02770736364,0.809,0.695,0.628,0.89,7283723.05855449,9.7683214637,-1.0,-1.0,7509.0
2012-12-01,517150.7321395167,560170.392702845,1.1238376063833333,482179.246753831,460165.0,0.33,5.01,0.25,0.027371,0.809,0.695,0.628,0.84,7283723.05855449,9.7683214637,258515.0,-1.0,7242.0
2013-01-01,503597.72376832087,588818.92519468,1.0725707818333332,390768.075796162,469524.0,0.16,5.84,0.66,0.02743595,0.75,0.695,0.75,0.88,7283723.05855449,10.17850671,36088.0,-1.0,8872.0
2013-02-01,503597.72376832087,588818.92519468,1.0725707818333332,390768.075796162,469524.0,0.65,0.86,0.31,0.02726,0.75,0.695,0.75,0.98,7469859.82561107,10.17850671,71954.0,-1.0,9111.0
2013-03-01,503597.72376832087,588818.92519468,1.0725707818333332,390768.075796162,469524.0,0.6,1.47,0.2,0.0273115,0.75,0.695,0.75,1.0,7469859.82561107,8.0,151803.0,-1.0,11886.0
2013-04-01,503597.72376832087,588818.92519468,1.0725707818333332,390768.075796162,469524.0,0.5,1.94,0.31,0.02739875,0.75,0.695,0.75,1.03,7469859.82561107,7.8,333440.0,-1.0,13366.0
2013-05-01,503597.72376832087,588818.92519468,1.0725707818333332,390768.075796162,469524.0,0.74,2.5,-0.06,0.02781163636,0.75,0.695,0.75,0.98,7469859.82561107,7.7,150133.0,-1.0,9793.0
2013-06-01,503597.72376832087,588818.92519468,1.0725707818333332,390768.075796162,469524.0,2.25,2.88,0.32,0.02842080952,0.75,0.695,0.75,0.88,7469859.82561107,7.6,159043.0,-1.0,8558.0
2013-07-01,503597.72376832087,588818.92519468,1.0725707818333332,390768.075796162,469524.0,1.15,3.15,0.76,0.030177,0.75,0.695,0.75,0.76,7469859.82561107,7.5,411420.0,-1.0,9703.0
2013-08-01,503597.72376832087,588818.92519468,1.0725707818333332,390768.075796162,469524.0,0.48,3.18,0.14,0.03137373913,0.75,0.695,0.75,0.82,7469859.82561107,7.4,132299.0,-1.0,9367.0
2013-09-01,503597.72376832087,588818.92519468,1.0725707818333332,390768.075796162,469524.0,0.31,3.43,0.46,0.03217809091,0.75,0.695,0.75,0.73,7469859.82561107,7.1,62913.0,-1.0,9775.0
2013-10-01,503597.72376832087,588818.92519468,1.0725707818333332,390768.075796162,469524.0,0.43,3.79,1.36,0.033839,0.75,0.695,0.75,0.63,7469859.82561107,7.0,140674.0,-1.0,9853.0
2013-11-01,503597.72376832087,588818.92519468,1.0725707818333332,390768.075796162,469524.0,0.26,4.38,0.63,0.03510369565,0.75,0.695,0.75,0.71,7469859.82561107,6.8,-1.0,-1.0,11224.0
2013-12-01,503597.72376832087,588818.92519468,1.0725707818333332,390768.075796162,469524.0,0.35,4.95,0.28,0.0358381,0.75,0.695,0.75,0.81,7469859.82561107,6.9,262314.0,-1.0,10406.0
2014-01-01,552872.3859447016,694943.9926057783,1.1327680873833332,627101.611176818,488072.0,0.1,5.91,0.69,0.0374662381,0.76,0.695,0.75,0.82,7469859.82561107,7.3,50671.0,-1.0,10334.0
2014-02-01,552872.3859447016,694943.9926057783,1.1327680873833332,627101.611176818,488072.0,0.88,0.55,0.4,0.03845090909,0.76,0.695,0.75,0.77,7640474.20151994,7.8,-1.0,-1.0,9723.0
2014-03-01,552872.3859447016,694943.9926057783,1.1327680873833332,627101.611176818,488072.0,0.33,1.24,0.85,0.0393598,0.76,0.695,0.75,0.75,7640474.20151994,8.1,116162.0,-1.0,10850.0
2014-04-01,552872.3859447016,694943.9926057783,1.1327680873833332,627101.611176818,488072.0,0.28,2.18,1.48,0.040168,0.76,0.695,0.75,0.84,7640474.20151994,7.9,-1.0,-1.0,11072.0
2014-05-01,552872.3859447016,694943.9926057783,1.1327680873833332,627101.611176818,488072.0,0.88,2.86,0.45,0.0409735,0.76,0.695,0.75,1.0,7640474.20151994,7.7,-1.0,-1.0,9501.0
2014-06-01,552872.3859447016,694943.9926057783,1.1327680873833332,627101.611176818,488072.0,2.05,3.33,-0.45,0.041063,0.76,0.695,0.75,1.06,7640474.20151994,7.5,-1.0,-1.0,11617.0
2014-07-01,552872.3859447016,694943.9926057783,1.1327680873833332,627101.611176818,488072.0,0.66,3.75,-0.63,0.041063,0.76,0.695,0.75,1.04,7640474.20151994,7.4,443127.0,-1.0,10944.0
2014-08-01,552872.3859447016,694943.9926057783,1.1327680873833332,627101.611176818,488072.0,0.75,3.76,-0.55,0.041063,0.76,0.695,0.75,0.93,7640474.20151994,7.2,-1.0,-1.0,11447.0
2014-09-01,552872.3859447016,694943.9926057783,1.1327680873833332,627101.611176818,488072.0,0.08,4.02,0.06,0.04106814286,0.76,0.695,0.75,0.9,7640474.20151994,7.0,-1.0,-1.0,11006.0
2014-10-01,552872.3859447016,694943.9926057783,1.1327680873833332,627101.611176818,488072.0,0.15,4.61,0.02,0.041063,0.76,0.695,0.75,0.96,7640474.20151994,6.8,-1.0,-1.0,13322.0
2014-11-01,552872.3859447016,694943.9926057783,1.1327680873833332,627101.611176818,488072.0,0.17,5.05,0.59,0.04114073913,0.76,0.695,0.75,0.87,7640474.20151994,6.6,-1.0,-1.0,11245.0
2014-12-01,552872.3859447016,694943.9926057783,1.1327680873833332,627101.611176818,488072.0,0.44,5.58,1.14,0.041957,0.76,0.695,0.75,0.91,7640474.20151994,6.3,-1.0,-1.0,8592.0
2015-01-01,552831.6009584792,749418.94242679,1.1124804823166663,549713.058000987,496936.0,0.08,6.41,0.38,0.043496,0.77,0.695,0.76,1.12,7640474.20151994,6.5,-1.0,-1.0,12845.0
2015-02-01,552831.6009584792,749418.94242679,1.1124804823166663,549713.058000987,496936.0,0.92,1.24,0.67,0.04433033333,0.77,0.695,0.76,1.04,7751228.17009106,6.8,-1.0,-1.0,9759.0
2015-03-01,552831.6009584792,749418.94242679,1.1124804823166663,549713.058000987,496936.0,0.31,2.48,0.53,0.045513,0.77,0.695,0.76,1.08,7751228.17009106,7.2,-1.0,-1.0,9856.0
2015-04-01,552831.6009584792,749418.94242679,1.1124804823166663,549713.058000987,496936.0,0.62,3.83,1.21,0.04703818182,0.77,0.695,0.76,1.09,7751228.17009106,7.2,-1.0,-1.0,9468.0
2015-05-01,552831.6009584792,749418.94242679,1.1124804823166663,549713.058000987,496936.0,0.46,4.56,0.92,0.04737575,0.77,0.695,0.76,1.03,7751228.17009106,7.1,-1.0,-1.0,11937.0
2015-06-01,552831.6009584792,749418.94242679,1.1124804823166663,549713.058000987,496936.0,0.95,5.34,0.4,0.049037,0.77,0.695,0.76,1.05,7751228.17009106,6.9,-1.0,-1.0,8438.0
2015-07-01,552831.6009584792,749418.94242679,1.1124804823166663,549713.058000987,496936.0,1.84,6.17,0.68,0.05053785714,0.77,0.695,0.76,1.13,7751228.17009106,7.0,-1.0,-1.0,15279.0
2015-08-01,552831.6009584792,749418.94242679,1.1124804823166663,549713.058000987,496936.0,0.55,6.83,0.58,0.05093956522,0.77,0.695,0.76,1.27,7751228.17009106,7.0,-1.0,-1.0,12303.0
2015-09-01,552831.6009584792,749418.94242679,1.1124804823166663,549713.058000987,496936.0,0.59,7.06,0.4,0.052531,0.77,0.695,0.76,1.36,7751228.17009106,6.9,-1.0,-1.0,10868.0
2015-10-01,552831.6009584792,749418.94242679,1.1124804823166663,549713.058000987,496936.0,0.22,7.64,1.42,0.052531,0.77,0.695,0.76,1.34,7751228.17009106,6.7,-1.0,-1.0,12857.0
2015-11-01,552831.6009584792,749418.94242679,1.1124804823166663,549713.058000987,496936.0,0.36,8.52,1.76,0.052531,0.77,0.695,0.76,1.45,7751228.17009106,6.6,-1.0,-1.0,10157.0
2015-12-01,552831.6009584792,749418.94242679,1.1124804823166663,549713.058000987,496936.0,0.34,9.62,1.19,0.052531,0.77,0.695,0.76,1.49,7751228.17009106,6.6,-1.0,-1.0,9416.0
2016-01-01,539566.2730591842,786778.2159475541,1.0670429495,410581.78292443,505665.0,0.1,10.67,0.44,0.052531,0.77,0.695,0.77,1.49,7751228.17009106,6.9,-1.0,-1.0,9349.0
2016-02-01,539566.2730591842,786778.2159475541,1.0670429495,410581.78292443,505665.0,0.39,1.27,1.53,0.052531,0.77,0.695,0.77,1.55,7806241.86849827,7.5,-1.0,-1.0,10847.0
2016-03-01,539566.2730591842,786778.2159475541,1.0670429495,410581.78292443,505665.0,0.54,2.18,0.79,0.052531,0.77,0.695,0.77,1.67,7806241.86849827,8.0,-1.0,-1.0,10860.0
2016-04-01,539566.2730591842,786778.2159475541,1.0670429495,410581.78292443,505665.0,0.64,2.62,0.43,0.052531,0.77,0.695,0.77,1.67,7806241.86849827,8.1,-1.0,-1.0,8949.0
2016-05-01,539566.2730591842,786778.2159475541,1.0670429495,410581.78292443,505665.0,0.55,3.25,0.36,0.052531,0.77,0.695,0.77,1.63,7806241.86849827,8.3,-1.0,-1.0,9679.0
2016-06-01,539566.2730591842,786778.2159475541,1.0670429495,410581.78292443,505665.0,0.08,4.05,1.13,0.052531,0.77,0.695,0.77,1.62,7806241.86849827,8.4,-1.0,-1.0,9955.0
2016-07-01,539566.2730591842,786778.2159475541,1.0670429495,410581.78292443,505665.0,1.93,4.42,1.63,0.052531,0.77,0.695,0.77,1.64,7806241.86849827,8.7,-1.0,-1.0,9770.0
2016-08-01,539566.2730591842,786778.2159475541,1.0670429495,410581.78292443,505665.0,0.49,4.96,-0.39,0.052531,0.77,0.695,0.77,1.66,7806241.86849827,8.9,-1.0,-1.0,10965.0
2016-09-01,539566.2730591842,786778.2159475541,1.0670429495,410581.78292443,505665.0,0.29,5.42,0.43,0.052531,0.77,0.695,0.77,1.61,7806241.86849827,9.0,-1.0,-1.0,8888.0
2016-10-01,539566.2730591842,786778.2159475541,1.0670429495,410581.78292443,505665.0,0.33,5.51,0.03,0.052531,0.77,0.695,0.77,1.62,7806241.86849827,9.1,-1.0,-1.0,10463.0
2016-11-01,539566.2730591842,786778.2159475541,1.0670429495,410581.78292443,505665.0,0.21,5.78,0.13,0.0521826,0.77,0.695,0.77,1.52,7806241.86849827,9.1,-1.0,-1.0,8548.0
2016-12-01,539566.2730591842,786778.2159475541,1.0670429495,410581.78292443,505665.0,0.16,5.97,0.05,0.05166,0.77,0.695,0.77,1.41,7806241.86849827,9.1,-1.0,-1.0,9565.0
2017-01-01,538037.2110881758,848125.3003426916,1.0462988495166667,417439.199652363,514229.0,0.35,6.29,0.83,0.050788,0.78,0.72,0.78,1.25,7806241.86849827,9.6,-1.0,-1.0,8438.0
2017-02-01,538037.2110881758,848125.3003426916,1.0462988495166667,417439.199652363,514229.0,0.41,0.38,0.43,0.049115,0.78,0.72,0.78,1.2,7820758.2968949,10.3,-1.0,-1.0,6557.0
2017-03-01,538037.2110881758,848125.3003426916,1.0462988495166667,417439.199652363,514229.0,0.65,0.71,0.06,0.047865,0.78,0.72,0.78,1.07,7820758.2968949,11.1,91808.0,-1.0,8184.0
2017-04-01,538037.2110881758,848125.3003426916,1.0462988495166667,417439.199652363,514229.0,0.16,0.96,-0.38,0.045513,0.78,0.72,0.78,1.02,7820758.2968949,11.3,186321.0,-1.0,8092.0
2017-05-01,538037.2110881758,848125.3003426916,1.0462988495166667,417439.199652363,514229.0,-0.02,1.1,-1.24,0.04353744444,0.78,0.72,0.78,1.0,7820758.2968949,11.3,124407.0,-1.0,7806.0
2017-06-01,538037.2110881758,848125.3003426916,1.0462988495166667,417439.199652363,514229.0,0.63,1.42,-0.51,0.041957,0.78,0.72,0.78,0.93,7820758.2968949,11.4,97249.0,-1.0,10831.0
2017-07-01,538037.2110881758,848125.3003426916,1.0462988495166667,417439.199652363,514229.0,0.93,1.18,-0.96,0.03837,0.78,0.72,0.78,0.86,7820758.2968949,11.7,464388.0,-1.0,7703.0
2017-08-01,538037.2110881758,848125.3003426916,1.0462988495166667,417439.199652363,514229.0,0.3,1.43,-0.3,0.03785271429,0.78,0.72,0.78,0.75,7820758.2968949,11.9,104499.0,-1.0,8956.0
2017-09-01,538037.2110881758,848125.3003426916,1.0462988495166667,417439.199652363,514229.0,0.36,1.62,0.24,0.034749,0.78,0.72,0.78,0.7,7820758.2968949,11.9,21482.0,-1.0,8626.0
2017-10-01,538037.2110881758,848125.3003426916,1.0462988495166667,417439.199652363,514229.0,0.06,1.78,0.62,0.0318266,0.78,0.72,0.78,0.65,7820758.2968949,11.9,74302.0,-1.0,6735.0
2017-11-01,538037.2110881758,848125.3003426916,1.0462988495166667,417439.199652363,514229.0,0.31,2.21,0.1,0.03056971429,0.78,0.72,0.78,0.65,7820758.2968949,12.0,-1.0,-1.0,9161.0
2017-12-01,538037.2110881758,848125.3003426916,1.0462988495166667,417439.199652363,514229.0,0.31,2.5,0.8,0.028333,0.78,0.72,0.78,0.65,7820758.2968949,12.2,147004.0,-1.0,8634.0
2018-01-01,570435.2792099417,931902.5755776084,1.0914580687333333,383284.076925806,522636.0,0.07,2.95,0.74,0.0268514,0.78,0.71,0.77,0.71,7820758.2968949,12.7,52856.0,-1.0,7115.0
2018-02-01,570435.2792099417,931902.5755776084,1.0914580687333333,383284.076925806,522636.0,0.31,0.29,0.58,0.026481,0.78,0.71,0.77,0.68,7813724.30644261,13.3,15773.0,-1.0,2781.0
2018-03-01,570435.2792099417,931902.5755776084,1.0914580687333333,383284.076925806,522636.0,0.13,0.61,0.15,0.02581005556,0.78,0.71,0.77,0.71,7813724.30644261,13.9,81187.0,-1.0,7490.0
2018-04-01,570435.2792099417,931902.5755776084,1.0914580687333333,383284.076925806,522636.0,0.24,0.7,0.56,0.02528571429,0.78,0.71,0.77,0.69,7813724.30644261,13.7,202971.0,-1.0,7043.0
2018-05-01,570435.2792099417,931902.5755776084,1.0914580687333333,383284.076925806,522636.0,0.29,0.92,0.93,0.02462,0.78,0.71,0.77,0.74,7813724.30644261,13.4,139908.0,-1.0,4877.0
2018-06-01,570435.2792099417,931902.5755776084,1.0914580687333333,383284.076925806,522636.0,0.23,1.33,1.64,0.02462,0.78,0.71,0.77,0.73,7813724.30644261,13.1,97088.0,-1.0,7031.0
2018-07-01,570435.2792099417,931902.5755776084,1.0914580687333333,383284.076925806,522636.0,0.97,2.6,1.48,0.02462,0.78,0.71,0.77,0.75,7813724.30644261,12.9,401773.0,-1.0,5988.0
2018-08-01,570435.2792099417,931902.5755776084,1.0914580687333333,383284.076925806,522636.0,0.61,2.94,0.44,0.02462,0.78,0.71,0.77,0.77,7813724.30644261,12.7,49825.0,-1.0,7275.0
2018-09-01,570435.2792099417,931902.5755776084,1.0914580687333333,383284.076925806,522636.0,0.15,2.85,0.68,0.02462,0.78,0.71,0.77,0.84,7813724.30644261,12.5,-1.0,-1.0,9468.0
2018-10-01,570435.2792099417,931902.5755776084,1.0914580687333333,383284.076925806,522636.0,0.23,3.34,1.79,0.02462,0.78,0.71,0.77,0.87,7813724.30644261,12.3,85664.0,-1.0,7970.0
2018-11-01,570435.2792099417,931902.5755776084,1.0914580687333333,383284.076925806,522636.0,0.35,3.81,0.26,0.02462,0.78,0.71,0.77,0.88,7813724.30644261,12.1,-1.0,-1.0,7866.0
2018-12-01,570435.2792099417,931902.5755776084,1.0914580687333333,383284.076925806,522636.0,0.13,3.59,-1.14,0.02462,0.78,0.71,0.77,0.86,7813724.30644261,11.9,154929.0,-1.0,8108.0
2019-01-01,605838.7378374484,1022257.4340465084,1.0507671911,398713.664530038,576568.0,0.13,3.75,-0.45,0.02462,0.78,0.71,0.77,0.85,7813724.30644261,12.3,66298.0,-1.0,9908.0
2019-02-01,605838.7378374484,1022257.4340465084,1.0507671911,398713.664530038,576568.0,0.49,0.32,0.07,0.02462,0.78,0.71,0.77,0.81,7827728.36985003,12.7,37341.0,-1.0,10723.0
2019-03-01,605838.7378374484,1022257.4340465084,1.0507671911,398713.664530038,576568.0,0.09,0.75,1.25,0.02462,0.78,0.71,0.77,0.75,7827728.36985003,13.2,105061.0,-1.0,10625.0
2019-04-01,605838.7378374484,1022257.4340465084,1.0507671911,398713.664530038,576568.0,0.31,1.51,1.07,0.02462,0.78,0.71,0.77,0.74,7827728.36985003,13.0,186896.0,-1.0,10593.0
2019-05-01,605838.7378374484,1022257.4340465084,1.0507671911,398713.664530038,576568.0,0.38,2.09,0.9,0.02462,0.78,0.71,0.77,0.7,7827728.36985003,12.8,184305.0,-1.0,10681.0
2019-06-01,605838.7378374484,1022257.4340465084,1.0507671911,398713.664530038,576568.0,0.03,2.22,0.4,0.02462,0.78,0.71,0.77,0.71,7827728.36985003,12.6,110243.0,-1.0,7887.0
2019-07-01,605838.7378374484,1022257.4340465084,1.0507671911,398713.664530038,576568.0,0.88,2.23,0.63,0.02462,0.78,0.71,0.77,0.7,7827728.36985003,12.4,435168.0,-1.0,9751.0
2019-08-01,605838.7378374484,1022257.4340465084,1.0507671911,398713.664530038,576568.0,0.58,2.42,-0.01,0.02462,0.78,0.71,0.77,0.69,7827728.36985003,12.3,53129.0,-1.0,9654.0
2019-09-01,605838.7378374484,1022257.4340465084,1.0507671911,398713.664530038,576568.0,0.42,2.54,-0.51,0.022751,0.78,0.71,0.77,0.62,7827728.36985003,12.0,-1.0,-1.0,9422.0
2019-10-01,605838.7378374484,1022257.4340465084,1.0507671911,398713.664530038,576568.0,0.46,2.49,0.5,0.02203519048,0.78,0.71,0.77,0.59,7827728.36985003,11.9,71115.0,-1.0,11160.0
2019-11-01,605838.7378374484,1022257.4340465084,1.0507671911,398713.664530038,576568.0,0.18,2.6,0.55,0.02078995652,0.78,0.71,0.77,0.57,7827728.36985003,11.7,-1.0,-1.0,10491.0
2019-12-01,605838.7378374484,1022257.4340465084,1.0507671911,398713.664530038,576568.0,0.04,3.12,0.85,0.018985,0.78,0.71,0.77,0.54,7827728.36985003,11.7,139920.0,-1.0,10225.0
